show_id,director_1,director_2
s943,Clint Eastwood,NULL
s944,Jeff Wadlow,NULL
s945,Charles Martin,NULL
s946,Stella Corradi,NULL
s947,Roland Emmerich,NULL
s948,Kevin Macdonald,NULL
s949,Ann Deborah Fishman,NULL
s950,Chris Gorak,NULL
s951,Peter Jackson,NULL
s952,Roger Kumble,NULL
s953,Jonathan Lynn,NULL
s954,Courtney Hunt,NULL
s955,Pierre Greco,Nancy Florence Savard
s956,Andrew Davis,NULL
s957,Kevin Smith,NULL
s958,NULL,NULL
s959,Tosin Igho,NULL
s960,Chaitanya Tamhane,NULL
s961,Oriol Paulo,NULL
s962,Mike Rianda,Jeff Rowe
s963,Johannes Roberts,NULL
s964,NULL,NULL
s965,Robert Pulcini,Shari Springer Berman
s966,NULL,NULL
s967,Pedro Antonio,NULL
s968,NULL,NULL
s969,NULL,NULL
s970,John Wells,NULL
s971,Jonathan Liebesman,NULL
s972,Maria Pulera,NULL
s973,NULL,NULL
s974,Santhosh Viswanath,NULL
s975,Seema Pahwa,NULL
s976,NULL,NULL
s977,Ozan Açiktan,NULL
s978,Meltem Bozoflu,NULL
s979,Hakan Algül,NULL
s980,Selçuk Aydemir,Birkan Pusa
s981,Selçuk Aydemir,NULL
s982,Ömer Faruk Sorak,NULL
s983,Senol Sönmez,NULL
s984,Alexis Morante,NULL
s985,Burak Aksak,NULL
s986,Kivanç Baruönü,NULL
s987,Kivanç Baruönü,NULL
s988,Rindala Kodeih,NULL
s989,Kongkiat Khomsiri,NULL
s990,Bedran Güzel,NULL
s991,Hakan Algül,NULL
s992,Marwan Nabil,NULL
s993,MIKIKO,Daito Manabe
s994,NULL,NULL
s995,Kayode Kasum,NULL
s996,Yilmaz Erdogan,Ömer Faruk Sorak
s997,Takashi Shimizu,NULL
s998,NULL,NULL
s999,NULL,NULL
s1000,Joe Penna,NULL
s1001,Ahishor Solomon,NULL
s1002,Curtis Graham,NULL
s1003,Gerardo Gatica,NULL
s1004,NULL,NULL
s1005,NULL,NULL
s1006,NULL,NULL
s1007,Suhas Kadav,NULL
s1008,Suhas Kadav,NULL
s1009,Suhas Kadav,NULL
s1010,Akshay Sanjeev Chavan,Sumit Das
s1011,NULL,NULL
s1012,NULL,NULL
s1013,NULL,NULL
s1014,John Madden,NULL
s1015,NULL,NULL
s1016,Edward James Olmos,NULL
s1017,Abhinay Deo,NULL
s1018,Kiran Rao,NULL
s1019,Abbas Tyrewala,NULL
s1020,Ashutosh Gowariker,NULL
s1021,Satyajit Bhatkal,NULL
s1022,Anusha Rizvi,Mahmood Farooqui
s1023,Aamir Khan,NULL
s1024,Shashank Khaitan,Raj Mehta
s1025,Ryan Crego,NULL
s1026,NULL,NULL
s1027,Cassi Simonds,NULL
s1028,Guillermo del Toro,NULL
s1029,NULL,NULL
s1030,Tony Abulu,NULL
s1031,Mae Czarina Cruz,NULL
s1032,Stefan Westerwelle,NULL
s1033,NULL,NULL
s1034,Ron Howard,NULL
s1035,Justin Benson,Aaron Moorhead
s1036,Niki Caro,NULL
s1037,Mark Dennis,Ben Foster
s1038,Taranveer Singh,NULL
s1039,NULL,NULL
s1040,TT The Artist,NULL
s1041,NULL,NULL
s1042,Keiichi Sato,Yasushi Kawamura
s1043,Glenn Weiss,NULL
s1044,NULL,NULL
s1045,NULL,NULL
s1046,NULL,NULL
s1047,Michael Civille,NULL
s1048,NULL,NULL
s1049,NULL,NULL
s1050,NULL,NULL
s1051,Ryuichi Hiroki,NULL
s1052,NULL,NULL
s1053,Paul Thomas Anderson,NULL
s1054,One9,NULL
s1055,Adriano Rudiman,NULL
s1056,Luis Valdez,NULL
s1057,NULL,NULL
s1058,NULL,NULL
s1059,NULL,NULL
s1060,NULL,NULL
s1061,NULL,NULL
s1062,NULL,NULL
s1063,NULL,NULL
s1064,NULL,NULL
s1065,NULL,NULL
s1066,NULL,NULL
s1067,Cheng Wei-hao,NULL
s1068,Pass Patthanakumjon,NULL
s1069,NULL,NULL
s1070,Buchi Babu Sana,NULL
s1071,Fredrick Munk,NULL
s1072,Suhas Kadav,NULL
s1073,Suhas Kadav,NULL
s1074,Suhas Kadav,NULL
s1075,Suhas Kadav,NULL
s1076,Moyoung Jin,Caroline Sá
s1077,Suhas Kadav,NULL
s1078,Suhas Kadav,NULL
s1079,Suhas Kadav,NULL
s1080,NULL,NULL
s1081,Zhao Ji,NULL
s1082,NULL,NULL
s1083,NULL,NULL
s1084,Jamie Babbit,NULL
s1085,NULL,NULL
s1086,Park Hoon-jung,NULL
s1087,Dare Olaitan,NULL
s1088,Hardik Mehta,NULL
s1089,Ben Falcone,NULL
s1090,Travon Free,Martin Desmond Roe
s1091,Angga Dwimas Sasongko,NULL
s1092,NULL,NULL
s1093,NULL,NULL
s1094,NULL,NULL
s1095,NULL,NULL
s1096,NULL,NULL
s1097,Steve Rolston,NULL
s1098,Shalini Kantayya,NULL
s1099,Madonne Ashwin,NULL
s1100,Enah Johnscott,NULL
s1101,Braden R. Duemmler,NULL
s1102,Cal Brunker,NULL
s1103,Steve Pink,NULL
s1104,Xiao Feng,NULL
s1105,Vince Marcello,NULL
s1106,Ricky Staub,NULL
s1107,Patrick Durham,Paul G. Volk
s1108,BB Sasore,NULL
s1109,Naseef Yusuf Izuddin,NULL
s1110,Appie Boudellah,Aram van de Rest
s1111,Sylvie Verheyde,NULL
s1112,Nick Moore,NULL
s1113,Alex Zamm,NULL
s1114,Roland Emmerich,NULL
s1115,Rajkumar Hirani,NULL
s1116,Rajesh Mapuskar,NULL
s1117,NULL,NULL
s1118,Lina Al Abed,NULL
s1119,James Wan,NULL
s1120,David Hackl,NULL
s1121,Takeshi Nozue,NULL
s1122,Robert Luketic,NULL
s1123,Subhash Kapoor,NULL
s1124,NULL,NULL
s1125,Ringo Lam,NULL
s1126,NULL,NULL
s1127,George Cukor,NULL
s1128,NULL,NULL
s1129,Tony Giglio,NULL
s1130,NULL,NULL
s1131,Hidenori Inoue,NULL
s1132,Hidenori Inoue,NULL
s1133,Hidenori Inoue,NULL
s1134,Don Michael Paul,NULL
s1135,Shinji Aramaki,Masaru Matsumoto
s1136,John Luessenhop,NULL
s1137,Hanung Bramantyo,Pandu Adjisurya
s1138,Bashir El Deek,NULL
s1139,Roman Polanski,NULL
s1140,Nelson McCormick,NULL
s1141,Mic Rodgers,NULL
s1142,Bejoy Nambiar,NULL
s1143,Shawn Rech,NULL
s1144,NULL,NULL
s1145,Peyton Reed,NULL
s1146,Julian Schnabel,NULL
s1147,Adrián García Bogliano,NULL
s1148,Jose Gomez,NULL
s1149,NULL,NULL
s1150,NULL,NULL
s1151,Jonathon Link,NULL
s1152,Blair Simmons,NULL
s1153,NULL,NULL
s1154,Justin Chadwick,NULL
s1155,John Hillcoat,NULL
s1156,Nadine Ibrahim,NULL
s1157,Roman White,NULL
s1158,NULL,NULL
s1159,NULL,NULL
s1160,Fermín Muguruza,NULL
s1161,Mike Hodges,NULL
s1162,NULL,NULL
s1163,Eylem Kaftan,NULL
s1164,NULL,NULL
s1165,Fernando Ayllón,NULL
s1166,Umesh Bist,NULL
s1167,NULL,NULL
s1168,Massimiliano Camaiti,NULL
s1169,NULL,NULL
s1170,NULL,NULL
s1171,Aleksey Tsitsilin,NULL
s1172,Ali Tabrizi,NULL
s1173,Kagiso Lediga,NULL
s1174,Jung-ah Im,NULL
s1175,NULL,NULL
s1176,Stephen Frears,NULL
s1177,Takuma Sato,NULL
s1178,Brody Chu,NULL
s1179,Dimitri Logothetis,NULL
s1180,NULL,NULL
s1181,NULL,NULL
s1182,NULL,NULL
s1183,NULL,NULL
s1184,Taketoshi Sado,NULL
s1185,Li Weiran,NULL
s1186,Chinaza Onuzo,NULL
s1187,NULL,NULL
s1188,Anna Elizabeth James,NULL
s1189,Vitor Brandt,NULL
s1190,Troy Miller,NULL
s1191,Liam O'Donnell,NULL
s1192,Manny Rodriguez,Jay Lavender
s1193,Farah Nabulsi,NULL
s1194,Adriano Rudiman,NULL
s1195,Walter Taylaur,NULL
s1196,Chris Smith,NULL
s1197,Alain Brunard,NULL
s1198,Tate Taylor,NULL
s1199,Ladislaus Kiraly,NULL
s1200,Oliver Stone,NULL
s1201,NULL,NULL
s1202,NULL,NULL
s1203,Hemambar Jasti,NULL
s1204,Steven Spielberg,NULL
s1205,Taylor Morden,NULL
s1206,NULL,NULL
s1207,NULL,NULL
s1208,Helena Coan,NULL
s1209,Muharrem Gülmez,NULL
s1210,Dolapo Adeleke,NULL
s1211,NULL,NULL
s1212,Mahsun Kirmizigül,NULL
s1213,Can Ulkay,NULL
s1214,NULL,NULL
s1215,Luis Alejandro Pérez,NULL
s1216,Ketche,NULL
s1217,Erol Özlevi,NULL
s1218,NULL,NULL
s1219,Miguel Arteta,NULL
s1220,Tolga Örnek,NULL
s1221,Pablo Agüero,NULL
s1222,Mohammad Irfan Ramly,NULL
s1223,Kevin McManus,Matthew McManus
s1224,Ange Basterga,Nicolas Lopez
s1225,NULL,NULL
s1226,NULL,NULL
s1227,NULL,NULL
s1228,NULL,NULL
s1229,Gitanjali Rao,NULL
s1230,NULL,NULL
s1231,Halitha Shameem,NULL
s1232,NULL,NULL
s1233,Carlos Moreno,NULL
s1234,Kayode Kasum,NULL
s1235,Maribel Sánchez-Maroto,NULL
s1236,NULL,NULL
s1237,Julien Leclercq,NULL
s1238,Fajar Bustomi,NULL
s1239,NULL,NULL
s1240,Taylor Hackford,NULL
s1241,Lasse Hallström,NULL
s1242,Amy Poehler,NULL
s1243,Jared Hess,Tyler Measom
s1244,Mike Binder,NULL
s1245,Abir Sengupta,NULL
s1246,NULL,NULL
s1247,Sunny Lau,NULL
s1248,Hidenori Inoue,NULL
s1249,Emmett Malloy,NULL
s1250,Xavier Maingon,Marc-Antoine Hélard
s1251,Milton Kremer,NULL
s1252,Kevin Costner,NULL
s1253,Marco Petry,NULL
s1254,Andrew Duncan,Ken Cunningham
s1255,Barry Levinson,NULL
s1256,Hidenori Inoue,NULL
s1257,Liam Lynch,NULL
s1258,NULL,NULL
s1259,Jérémie Degruson,Ben Stassen
s1260,Matt Ross,NULL
s1261,Dani de la Orden,NULL
s1262,Pablo Larraín,NULL
s1263,NULL,NULL
s1264,John Erick Dowdle,NULL
s1265,Jesse Peretz,NULL
s1266,Ribhu Dasgupta,NULL
s1267,Pablo Larraín,NULL
s1268,Baran bo Odar,NULL
s1269,NULL,NULL
s1270,Rizki Balki,NULL
s1271,NULL,NULL
s1272,NULL,NULL
s1273,NULL,NULL
s1274,Shunsuke Kariyama,NULL
s1275,NULL,NULL
s1276,NULL,NULL
s1277,Jeferson De,NULL
s1278,NULL,NULL
s1279,Troy Miller,NULL
s1280,Barry Avrich,NULL
s1281,David Tryhorn,Ben Nicholas
s1282,Tirumala Kishore,NULL
s1283,NULL,NULL
s1284,James Wan,NULL
s1285,James Wan,NULL
s1286,NULL,NULL
s1287,Huang Hsin-Yao,NULL
s1288,NULL,NULL
s1289,Chris Weitz,NULL
s1290,Saron Sakina,NULL
s1291,J Blakeson,NULL
s1292,Khalid Rahman,NULL
s1293,Luis Ara,NULL
s1294,Tharun Bhascker Dhaassyam,B. V. Nandini Reddy
s1295,NULL,NULL
s1296,Prateek Vats,NULL
s1297,NULL,NULL
s1298,Alex Merkin,NULL
s1299,NULL,NULL
s1300,NULL,NULL
s1301,NULL,NULL
s1302,NULL,NULL
s1303,NULL,NULL
s1304,Ian Cheney,NULL
s1305,Ben Simms,NULL
s1306,Vikram Bhatt,NULL
s1307,NULL,NULL
s1308,Dallas Jenkins,NULL
s1309,NULL,NULL
s1310,Damián Romay,NULL
s1311,NULL,NULL
s1312,Hamisha Daryani Ahuja,NULL
s1313,Hong Khaou,NULL
s1314,NULL,NULL
s1315,NULL,NULL
s1316,Mario Briongos,NULL
s1317,Vinay Bharadwaj,NULL
s1318,NULL,NULL
s1319,Michael Fimognari,NULL
s1320,Eric D. Cabello Díaz,NULL
s1321,NULL,NULL
s1322,NULL,NULL
s1323,Clara Martínez-Lázaro,NULL
s1324,Monty Tiwa,NULL
s1325,Ava DuVernay,NULL
s1326,Alain Darborg,NULL
s1327,Filip Zylber,NULL
s1328,Ava DuVernay,NULL
s1329,Joe Berlinger,NULL
s1330,Julien Royal,NULL
s1331,Brian Baugh,NULL
s1332,NULL,NULL
s1333,NULL,NULL
s1334,Todd Phillips,NULL
s1335,Henri Wong,NULL
s1336,NULL,NULL
s1337,Maïa Sandoz,NULL
s1338,Mostofa Sarwar Farooki,NULL
s1339,NULL,NULL
s1340,NULL,NULL
s1341,Joseph Hsu,NULL
s1342,Sam Levinson,NULL
s1343,Jo Sung-hee,NULL
s1344,Michèle Ohayon,NULL
s1345,Rocco Ricciardulli,NULL
s1346,Guo Jingming,NULL
s1347,Jan Belcl,NULL
s1348,Esteban Crespo,NULL
s1349,NULL,NULL
s1350,NULL,NULL
s1351,NULL,NULL
s1352,Noé González,NULL
s1353,NULL,NULL
s1354,Dennis Dugan,NULL
s1355,NULL,NULL
s1356,NULL,NULL
s1357,NULL,NULL
s1358,Sarah Gavron,NULL
s1359,Martin Scorsese,NULL
s1360,Roger Donaldson,NULL
s1361,Richard Arellano,NULL
s1362,NULL,NULL
s1363,NULL,NULL
s1364,NULL,NULL
s1365,Jon Favreau,NULL
s1366,NULL,NULL
s1367,Marco Pontecorvo,NULL
s1368,Gregory Plotkin,NULL
s1369,Lluís Quílez,NULL
s1370,Jude Weng,NULL
s1371,Simon Stone,NULL
s1372,NULL,NULL
s1373,Noviandra Santosa,NULL
s1374,NULL,NULL
s1375,Jeremy Grant,NULL
s1376,NULL,NULL
s1377,Jeo Baby,NULL
s1378,NULL,NULL
s1379,Glendyn Ivin,NULL
s1380,Okey Oku,NULL
s1381,NULL,NULL
s1382,Ifeanyi Ikpoenyi,NULL
s1383,Chris Eneng Enaji,NULL
s1384,NULL,NULL
s1385,NULL,NULL
s1386,NULL,NULL
s1387,Ángeles Reiné,NULL
s1388,Paul Haggis,NULL
s1389,Ramin Bahrani,NULL
s1390,Nicol Paone,NULL
s1391,Nick Rowland,NULL
s1392,RZA,NULL
s1393,NULL,NULL
s1394,Cooper Karl,NULL
s1395,NULL,NULL
s1396,NULL,NULL
s1397,Gary Fleder,NULL
s1398,J.A. Bayona,NULL
s1399,Darren Lynn Bousman,NULL
s1400,Lydia Dean Pilcher,Ginny Mohler
s1401,NULL,NULL
s1402,NULL,NULL
s1403,NULL,NULL
s1404,Cris D'Amato,NULL
s1405,NULL,NULL
s1406,Mikael Håfström,NULL
s1407,Eric Darnell,Simon J. Smith
s1408,Byeon Hee-sun,NULL
s1409,NULL,NULL
s1410,Peter Facinelli,NULL
s1411,Renuka Shahane,NULL
s1412,Ross Kauffman,NULL
s1413,Sung Do-jun,NULL
s1414,Hanung Bramantyo,NULL
s1415,Charles Gozali,Bagus Bramanti
s1416,James Toback,NULL
s1417,Tiller Russell,NULL
s1418,Francisco D'Eufemia,NULL
s1419,Chris Rock,NULL
s1420,Juliet May,NULL
s1421,Stanley Nelson,NULL
s1422,Olivier Nakache,Éric Toledano
s1423,Prakash Jha,NULL
s1424,Rohan Sippy,NULL
s1425,Ross Venokur,NULL
s1426,NULL,NULL
s1427,Prakash Jha,NULL
s1428,NULL,NULL
s1429,Rohena Gera,NULL
s1430,NULL,NULL
s1431,NULL,NULL
s1432,NULL,NULL
s1433,Maite Ruiz De Austri,NULL
s1434,Jastis Arimba,NULL
s1435,Eric Summer,Éric Warin
s1436,Kornél Mundruczó,NULL
s1437,Alejandro Ruax,Ramiro Martínez
s1438,NULL,NULL
s1439,Florent Bodin,NULL
s1440,NULL,NULL
s1441,NULL,NULL
s1442,Sohail Khan,NULL
s1443,NULL,NULL
s1444,NULL,NULL
s1445,Gabriele Muccino,NULL
s1446,Hallvard Bræin,NULL
s1447,Jeff Tremaine,NULL
s1448,Christian Alvart,NULL
s1449,NULL,NULL
s1450,NULL,NULL
s1451,Robert Townsend,NULL
s1452,Jeff Deverett,NULL
s1453,Ron Krauss,NULL
s1454,Brian Robbins,NULL
s1455,Jeff Stilson,NULL
s1456,NULL,NULL
s1457,Sean Penn,NULL
s1458,NULL,NULL
s1459,Mark McQueen,NULL
s1460,Melanie Mayron,NULL
s1461,NULL,NULL
s1462,Donald Petrie,NULL
s1463,NULL,NULL
s1464,Tony Collingwood,NULL
s1465,Jennifer Beamish,Toby Trackman
s1466,NULL,NULL
s1467,NULL,NULL
s1468,Jaume Collet-Serra,NULL
s1469,Kim Dong-kyu,NULL
s1470,Lasse Hallström,NULL
s1471,Shaz Bennett,NULL
s1472,NULL,NULL
s1473,Samar Shaikh,NULL
s1474,NULL,NULL
s1475,Archie Hekagery,NULL
s1476,Sabrina Rochelle Kalangie,NULL
s1477,NULL,NULL
s1478,NULL,NULL
s1479,NULL,NULL
s1480,Cosima Spender,NULL
s1481,NULL,NULL
s1482,Liao Shih-han,NULL
s1483,NULL,NULL
s1484,NULL,NULL
s1485,Arnon Manor,Timothy Ware-Hill
s1486,Gore Verbinski,NULL
s1487,Al Campbell,Alice Mathias
s1488,NULL,NULL
s1489,Maïwenn,NULL
s1490,NULL,NULL
s1491,Richard Weston,NULL
s1492,Vikramaditya Motwane,NULL
s1493,NULL,NULL
s1494,Prime Cruz,NULL
s1495,Robert Rodriguez,NULL
s1496,Andibachtiar Yusuf,NULL
s1497,Yandy Laurens,NULL
s1498,Cathy Garcia-Molina,NULL
s1499,John Mitchell,Jeremy Kipp Walker
s1500,George Clooney,NULL
s1501,Liu Kuang-hui,NULL
s1502,Roger Kumble,NULL
s1503,Kristian Mercado,NULL
s1504,NULL,NULL
s1505,Daan Jansen,Stijn Verlinde
s1506,NULL,NULL
s1507,NULL,NULL
s1508,Jay Grace,NULL
s1509,NULL,NULL
s1510,Paul Dugdale,NULL
s1511,James Haslam,NULL
s1512,Muhammad Ali,NULL
s1513,Thomas Toby Parkinson,NULL
s1514,John Putch,NULL
s1515,NULL,NULL
s1516,Sam Macaroni,NULL
s1517,NULL,NULL
s1518,George C. Wolfe,NULL
s1519,NULL,NULL
s1520,Yasmin Ahmad,NULL
s1521,Sudha Kongara,Vignesh Shivan
s1522,Yasmin Ahmad,NULL
s1523,Yasmin Ahmad,NULL
s1524,Juan Camilo Pinzon,NULL
s1525,Lin Oeding,NULL
s1526,Naya Anindita,NULL
s1527,Antoinette Jadaone,NULL
s1528,NULL,NULL
s1529,NULL,NULL
s1530,JP Habac,NULL
s1531,Alexx Media,NULL
s1532,Farishad I. Latjuba,NULL
s1533,Andrucha Waddington,Pedro Waddington
s1534,Picky Talarico,NULL
s1535,Jun Lana,NULL
s1536,NULL,NULL
s1537,Brad Peyton,NULL
s1538,Lee Daniels,NULL
s1539,NULL,NULL
s1540,NULL,NULL
s1541,Tom Ford,NULL
s1542,Ellena Wood,Jesse Vile
s1543,Vir Das,NULL
s1544,NULL,NULL
s1545,Miranda de Pencier,NULL
s1546,NULL,NULL
s1547,NULL,NULL
s1548,NULL,NULL
s1549,NULL,NULL
s1550,Farhad Safinia,NULL
s1551,Shaun Paul Piccinino,NULL
s1552,NULL,NULL
s1553,NULL,NULL
s1554,NULL,NULL
s1555,NULL,NULL
s1556,NULL,NULL
s1557,Eddie Rosas,NULL
s1558,Frank E. Abney III,NULL
s1559,James D. Stern,Fernando Villena
s1560,NULL,NULL
s1561,Ryan Murphy,NULL
s1562,Girish Malik,NULL
s1563,NULL,NULL
s1564,Deepa Mehta,NULL
s1565,Lai Chun-yu,NULL
s1566,Theodore Boborol,NULL
s1567,Mae Czarina Cruz,NULL
s1568,Jun Lana,NULL
s1569,Jun Lana,NULL
s1570,NULL,NULL
s1571,NULL,NULL
s1572,Sydney Sibilia,NULL
s1573,NULL,NULL
s1574,NULL,NULL
s1575,NULL,NULL
s1576,Josiah Ng,NULL
s1577,Kirk Wise,NULL
s1578,NULL,NULL
s1579,NULL,NULL
s1580,NULL,NULL
s1581,Beth Sleven,Allan Jacobsen
s1582,Steve Ball,NULL
s1583,John Hillcoat,NULL
s1584,NULL,NULL
s1585,Tate Taylor,NULL
s1586,NULL,NULL
s1587,Jalil Lespert,NULL
s1588,Su I-Hsuan,Chuang Shiang-an
s1589,Clint Butler,NULL
s1590,NULL,NULL
s1591,NULL,NULL
s1592,Erik Kling,Kevin Peaty
s1593,Detlev Buck,NULL
s1594,NULL,NULL
s1595,NULL,NULL
s1596,David Fincher,NULL
s1597,NULL,NULL
s1598,Amanda Raymond,NULL
s1599,Jason Paul Laxamana,NULL
s1600,Marc Fouchard,NULL
s1601,Darragh O'Connell,NULL
s1602,Roberto Santucci,NULL
s1603,Dado C. Lumibao,NULL
s1604,NULL,NULL
s1605,August Jakobsson,NULL
s1606,NULL,NULL
s1607,Anna Wieczur-Bluszcz,NULL
s1608,NULL,NULL
s1609,McG,NULL
s1610,Damien O’Connor,NULL
s1611,Ron Howard,NULL
s1612,NULL,NULL
s1613,Jon Favreau,NULL
s1614,Richard Laxton,NULL
s1615,NULL,NULL
s1616,NULL,NULL
s1617,Gil Kenan,NULL
s1618,Phil Burgers,NULL
s1619,NULL,NULL
s1620,NULL,NULL
s1621,Pierre Morel,NULL
s1622,Simon Wincer,NULL
s1623,NULL,NULL
s1624,NULL,NULL
s1625,Ron Howard,NULL
s1626,NULL,NULL
s1627,Brian Henson,NULL
s1628,NULL,NULL
s1629,NULL,NULL
s1630,Derick Cabrido,NULL
s1631,Marla M. Ancheta,NULL
s1632,Jen McGowan,NULL
s1633,Bernie Denk,NULL
s1634,Brian Skiba,NULL
s1635,NULL,NULL
s1636,Stanley Moore,Alex Woo
s1637,Oliver Bokelberg,NULL
s1638,Ángel Gómez Hernández,NULL
s1639,NULL,NULL
s1640,NULL,NULL
s1641,NULL,NULL
s1642,NULL,NULL
s1643,Ludovico Di Martino,NULL
s1644,Lee Chung-hyun,NULL
s1645,Barry Gonzalez,NULL
s1646,Brian Volk-Weiss,NULL
s1647,Matthew Michael Carnahan,NULL
s1648,Cathy Garcia-Molina,NULL
s1649,Eric Bress,NULL
s1650,NULL,NULL
s1651,Paul Dugdale,NULL
s1652,Chris Columbus,NULL
s1653,V Vignarajan,NULL
s1654,V Vignarajan,NULL
s1655,BB Sasore,NULL
s1656,Greg Rankin,TJ Sullivan
s1657,Ron Howard,NULL
s1658,Carlos Sorín,NULL
s1659,NULL,NULL
s1660,Matt Eskandari,NULL
s1661,Grant Singer,NULL
s1662,NULL,NULL
s1663,Mohammad Adel,NULL
s1664,Debbie Allen,NULL
s1665,Robert Rodriguez,NULL
s1666,Victor Gatonye,NULL
s1667,Stephen Chiodo,NULL
s1668,NULL,NULL
s1669,NULL,NULL
s1670,Will McCormack,Michael Govier
s1671,NULL,NULL
s1672,Monica Floyd,NULL
s1673,NULL,NULL
s1674,Anurag Kashyap,NULL
s1675,Siddique,NULL
s1676,Danish Aslam,NULL
s1677,Vibhu Virender Puri,NULL
s1678,Cathy Garcia-Molina,NULL
s1679,Anurag Kashyap,NULL
s1680,Rohit Shetty,NULL
s1681,Ribhu Dasgupta,NULL
s1682,Mike Rohl,NULL
s1683,Cathy Garcia-Molina,NULL
s1684,Shyam Benegal,NULL
s1685,NULL,NULL
s1686,Takeshi Fukunaga,NULL
s1687,Leslie Small,NULL
s1688,NULL,NULL
s1689,NULL,NULL
s1690,Jeff Nichols,NULL
s1691,Sabaah Folayan,Damon Davis
s1692,Justin G. Dyck,NULL
s1693,NULL,NULL
s1694,NULL,NULL
s1695,Cody Cameron,Kris Pearn
s1696,Justin G. Dyck,NULL
s1697,NULL,NULL
s1698,NULL,NULL
s1699,NULL,NULL
s1700,Michael Curtiz,NULL
s1701,Damián Romay,NULL
s1702,NULL,NULL
s1703,Avinash Walzade,NULL
s1704,David E. Talbert,NULL
s1705,Renata Terra,NULL
s1706,Edoardo Ponti,NULL
s1707,Mateo Gil,NULL
s1708,Cathy Garcia-Molina,NULL
s1709,NULL,NULL
s1710,Paul Soriano,NULL
s1711,Ryan Coogler,NULL
s1712,NULL,NULL
s1713,Anurag Basu,NULL
s1714,Lucas Santa Ana,NULL
s1715,Nelson McCormick,NULL
s1716,Carla Barros,NULL
s1717,NULL,NULL
s1718,NULL,NULL
s1719,NULL,NULL
s1720,NULL,NULL
s1721,Ulrike Kofler,NULL
s1722,Steven Bognar,Julia Reichert
s1723,NULL,NULL
s1724,NULL,NULL
s1725,NULL,NULL
s1726,Kunle Afolayan,NULL
s1727,NULL,NULL
s1728,Weica Wang,NULL
s1729,Aitor Arregi,Jon Garaño
s1730,Kevin Pollak,NULL
s1731,NULL,NULL
s1732,Otoja Abit,NULL
s1733,Antoinette Jadaone,NULL
s1734,Alejandro Hartmann,NULL
s1735,Maxwell McGuire,NULL
s1736,Ruel S. Bayani,NULL
s1737,Martin Wood,NULL
s1738,NULL,NULL
s1739,NULL,NULL
s1740,Justin G. Dyck,NULL
s1741,NULL,NULL
s1742,Narendra Nath,NULL
s1743,Jan-Peter Horns,NULL
s1744,Tatsushi Omori,NULL
s1745,Estela Renner,NULL
s1746,NULL,NULL
s1747,NULL,NULL
s1748,Zeek Earl,Christopher Caldwell
s1749,NULL,NULL
s1750,Michael Kampa,NULL
s1751,NULL,NULL
s1752,Chanda Bell,NULL
s1753,Chanda Bell,NULL
s1754,Jennifer Westcott,NULL
s1755,NULL,NULL
s1756,NULL,NULL
s1757,NULL,NULL
s1758,NULL,NULL
s1759,NULL,NULL
s1760,NULL,NULL
s1761,NULL,NULL
s1762,Richard Greenberg,NULL
s1763,Peter Berg,NULL
s1764,Nicolas Pesce,NULL
s1765,Oliver Stone,NULL
s1766,NULL,NULL
s1767,NULL,NULL
s1768,J.A. Bayona,NULL
s1769,Christopher Cain,NULL
s1770,NULL,NULL
s1771,Shaun Paul Piccinino,NULL
s1772,Juliana Vicente,NULL
s1773,Harald Zwart,NULL
s1774,NULL,NULL
s1775,Stacia Crawford,NULL
s1776,Remi Weekes,NULL
s1777,Tope Oshin,NULL
s1778,Terrie Samundra,NULL
s1779,NULL,NULL
s1780,NULL,NULL
s1781,Olivier Marchal,NULL
s1782,NULL,NULL
s1783,NULL,NULL
s1784,Santiago Alvarado Ilarri,NULL
s1785,Frasco Mortiz,NULL
s1786,John Whitesell,NULL
s1787,Antonio Díaz,NULL
s1788,Nimród Antal,NULL
s1789,Bartosz M. Kowalski,NULL
s1790,James Tovell,NULL
s1791,NULL,NULL
s1792,NULL,NULL
s1793,Matías Gueilburt,NULL
s1794,Natasha Lyonne,NULL
s1795,Chang Chin-jung,Chen Rong-hui
s1796,Rajkumar Santoshi,NULL
s1797,Lance Daly,NULL
s1798,Unjoo Moon,NULL
s1799,Gil Baroni,NULL
s1800,NULL,NULL
s1801,Thierry Demaizière,Alban Teurlai
s1802,Glen Keane,NULL
s1803,Chris Sivertson,NULL
s1804,NULL,NULL
s1805,NULL,NULL
s1806,Kief Davidson,Pedro Kos
s1807,Jarand Herdal,NULL
s1808,Dan Villegas,NULL
s1809,Chris Foggin,NULL
s1810,Cathy Garcia-Molina,NULL
s1811,Kim Nguyen,NULL
s1812,Karen Maine,NULL
s1813,Tim Neeves,NULL
s1814,NULL,NULL
s1815,Ben Wheatley,NULL
s1816,Richard Weston,NULL
s1817,Don Michael Paul,NULL
s1818,Maroun Baghdadi,NULL
s1819,Philippe Aractingi,NULL
s1820,Amin Dora,NULL
s1821,Philippe Aractingi,NULL
s1822,Philippe Aractingi,NULL
s1823,Maroun Baghdadi,NULL
s1824,Rana Eid,NULL
s1825,Daniel Joseph,NULL
s1826,Randa Chahal Sabbag,NULL
s1827,Maroun Baghdadi,NULL
s1828,Philippe Aractingi,NULL
s1829,NULL,NULL
s1830,Ziad Doueiri,NULL
s1831,Shady Hanna,NULL
s1832,Maroun Baghdadi,NULL
